SadOrHopeless,sad_binary,HowMuchDoYouWeighWithoutShoesInKG,CurrentCigaretteUse,smoker_binary,smoking_freq_group,smoking_freq_score,HowOldAreYou,age_label,age_group
2.0,0.0,52.16,1.0,0.0,,,6.0,17,17
1.0,1.0,65.77,,,,,5.0,16,16
2.0,0.0,60.33,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,72.58,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,86.18,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,83.92,1.0,0.0,,,4.0,15,15
1.0,1.0,47.17,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,47.63,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,127.01,4.0,1.0,Moderate (6~19 days),4.0,6.0,17,17
2.0,0.0,49.44,1.0,0.0,,,4.0,15,15
2.0,0.0,72.58,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
2.0,0.0,99.79,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,94.35,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,57.61,1.0,0.0,,,4.0,15,15
1.0,1.0,48.08,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,47.17,1.0,0.0,,,5.0,16,16
1.0,1.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,62.14,1.0,0.0,,,5.0,16,16
1.0,1.0,45.36,1.0,0.0,,,5.0,16,16
1.0,1.0,65.77,1.0,0.0,,,5.0,16,16
2.0,0.0,75.75,1.0,0.0,,,4.0,15,15
2.0,0.0,56.25,1.0,0.0,,,4.0,15,15
1.0,1.0,71.67,1.0,0.0,,,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
1.0,1.0,65.77,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,73.94,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
1.0,1.0,84.82,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
1.0,1.0,58.06,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
1.0,1.0,99.79,1.0,0.0,,,6.0,17,17
2.0,0.0,74.84,1.0,0.0,,,7.0,18+,18+
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
1.0,1.0,77.11,1.0,0.0,,,6.0,17,17
2.0,0.0,52.62,1.0,0.0,,,4.0,15,15
2.0,0.0,51.71,1.0,0.0,,,6.0,17,17
2.0,0.0,70.31,1.0,0.0,,,7.0,18+,18+
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,58.97,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
1.0,1.0,68.04,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,95.26,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
2.0,0.0,52.16,1.0,0.0,,,5.0,16,16
1.0,1.0,52.16,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,79.38,1.0,0.0,,,6.0,17,17
2.0,0.0,68.95,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,5.0,16,16
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,50.8,1.0,0.0,,,4.0,15,15
1.0,1.0,51.26,1.0,0.0,,,3.0,14,<=14
2.0,0.0,73.03,1.0,0.0,,,6.0,17,17
1.0,1.0,58.97,1.0,0.0,,,3.0,14,<=14
2.0,0.0,78.02,1.0,0.0,,,4.0,15,15
1.0,1.0,48.99,1.0,0.0,,,4.0,15,15
2.0,0.0,45.36,1.0,0.0,,,3.0,14,<=14
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
1.0,1.0,66.68,1.0,0.0,,,4.0,15,15
1.0,1.0,113.85,5.0,1.0,Moderate (6~19 days),5.0,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
1.0,1.0,72.58,1.0,0.0,,,3.0,14,<=14
2.0,0.0,99.79,1.0,0.0,,,3.0,14,<=14
2.0,0.0,60.33,1.0,0.0,,,4.0,15,15
1.0,1.0,80.74,1.0,0.0,,,4.0,15,15
1.0,1.0,49.44,6.0,1.0,Frequent (20~30 days),6.0,4.0,15,15
1.0,1.0,64.41,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,100.25,1.0,0.0,,,3.0,14,<=14
2.0,0.0,83.01,1.0,0.0,,,3.0,14,<=14
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,63.05,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,75.75,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
,,61.24,1.0,0.0,,,3.0,14,<=14
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,89.81,1.0,0.0,,,4.0,15,15
2.0,0.0,114.76,,,,,5.0,16,16
1.0,1.0,88.45,1.0,0.0,,,4.0,15,15
1.0,1.0,47.63,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
1.0,1.0,83.92,1.0,0.0,,,5.0,16,16
1.0,1.0,47.17,4.0,1.0,Moderate (6~19 days),4.0,7.0,18+,18+
2.0,0.0,83.92,1.0,0.0,,,5.0,16,16
2.0,0.0,77.11,6.0,1.0,Frequent (20~30 days),6.0,4.0,15,15
2.0,0.0,67.13,1.0,0.0,,,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,77.11,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,52.62,1.0,0.0,,,4.0,15,15
2.0,0.0,60.33,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,5.0,16,16
1.0,1.0,56.7,1.0,0.0,,,4.0,15,15
2.0,0.0,59.88,1.0,0.0,,,4.0,15,15
1.0,1.0,74.84,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,6.0,17,17
2.0,0.0,66.23,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,70.31,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,77.57,1.0,0.0,,,5.0,16,16
2.0,0.0,42.18,1.0,0.0,,,4.0,15,15
2.0,0.0,89.81,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,99.79,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,57.15,6.0,1.0,Frequent (20~30 days),6.0,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
1.0,1.0,56.7,1.0,0.0,,,5.0,16,16
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,5.0,16,16
1.0,1.0,99.79,1.0,0.0,,,4.0,15,15
2.0,0.0,57.61,1.0,0.0,,,5.0,16,16
2.0,0.0,52.16,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
1.0,1.0,65.77,1.0,0.0,,,3.0,14,<=14
1.0,1.0,,5.0,1.0,Moderate (6~19 days),5.0,3.0,14,<=14
1.0,1.0,59.42,1.0,0.0,,,3.0,14,<=14
2.0,0.0,39.01,1.0,0.0,,,4.0,15,15
2.0,0.0,64.86,1.0,0.0,,,5.0,16,16
1.0,1.0,,1.0,0.0,,,3.0,14,<=14
1.0,1.0,61.24,1.0,0.0,,,4.0,15,15
1.0,1.0,47.63,1.0,0.0,,,4.0,15,15
1.0,1.0,42.64,1.0,0.0,,,4.0,15,15
2.0,0.0,66.68,1.0,0.0,,,3.0,14,<=14
2.0,0.0,55.79,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,63.05,1.0,0.0,,,3.0,14,<=14
2.0,0.0,64.86,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,58.51,1.0,0.0,,,3.0,14,<=14
2.0,0.0,117.94,,,,,4.0,15,15
2.0,0.0,66.23,1.0,0.0,,,4.0,15,15
2.0,0.0,88.45,1.0,0.0,,,3.0,14,<=14
2.0,0.0,63.5,1.0,0.0,,,3.0,14,<=14
1.0,1.0,56.7,1.0,0.0,,,4.0,15,15
1.0,1.0,54.43,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,70.76,1.0,0.0,,,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,54.43,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,95.26,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,47.17,1.0,0.0,,,4.0,15,15
1.0,1.0,51.26,1.0,0.0,,,4.0,15,15
2.0,0.0,75.3,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,56.25,1.0,0.0,,,3.0,14,<=14
2.0,0.0,56.7,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
1.0,1.0,49.9,4.0,1.0,Moderate (6~19 days),4.0,3.0,14,<=14
1.0,1.0,,1.0,0.0,,,3.0,14,<=14
2.0,0.0,61.69,2.0,1.0,Light (1~5 days),2.0,3.0,14,<=14
1.0,1.0,53.07,1.0,0.0,,,4.0,15,15
2.0,0.0,48.99,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,,,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,90.72,1.0,0.0,,,3.0,14,<=14
1.0,1.0,68.04,1.0,0.0,,,3.0,14,<=14
1.0,1.0,69.4,1.0,0.0,,,3.0,14,<=14
2.0,0.0,61.24,1.0,0.0,,,3.0,14,<=14
2.0,0.0,57.61,1.0,0.0,,,4.0,15,15
1.0,1.0,67.13,1.0,0.0,,,4.0,15,15
2.0,0.0,46.27,1.0,0.0,,,4.0,15,15
1.0,1.0,61.24,1.0,0.0,,,3.0,14,<=14
2.0,0.0,65.77,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,106.14,1.0,0.0,,,5.0,16,16
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
1.0,1.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
1.0,1.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,67.13,1.0,0.0,,,5.0,16,16
2.0,0.0,48.99,1.0,0.0,,,4.0,15,15
1.0,1.0,74.84,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
1.0,1.0,70.31,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,48.54,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
2.0,0.0,81.65,1.0,0.0,,,4.0,15,15
2.0,0.0,79.38,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,54.43,,,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,4.0,15,15
1.0,1.0,97.52,1.0,0.0,,,3.0,14,<=14
2.0,0.0,47.63,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,47.63,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
1.0,1.0,65.32,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,60.33,1.0,0.0,,,3.0,14,<=14
2.0,0.0,56.7,1.0,0.0,,,3.0,14,<=14
1.0,1.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,70.31,1.0,0.0,,,7.0,18+,18+
2.0,0.0,61.24,1.0,0.0,,,7.0,18+,18+
2.0,0.0,64.86,1.0,0.0,,,7.0,18+,18+
2.0,0.0,64.41,1.0,0.0,,,7.0,18+,18+
1.0,1.0,58.97,1.0,0.0,,,7.0,18+,18+
2.0,0.0,89.36,1.0,0.0,,,6.0,17,17
1.0,1.0,86.18,1.0,0.0,,,6.0,17,17
1.0,1.0,108.86,2.0,1.0,Light (1~5 days),2.0,7.0,18+,18+
2.0,0.0,74.39,1.0,0.0,,,7.0,18+,18+
,,56.7,,,,,7.0,18+,18+
2.0,0.0,108.86,6.0,1.0,Frequent (20~30 days),6.0,7.0,18+,18+
2.0,0.0,59.42,1.0,0.0,,,7.0,18+,18+
1.0,1.0,58.97,1.0,0.0,,,6.0,17,17
1.0,1.0,64.86,3.0,1.0,Light (1~5 days),3.0,7.0,18+,18+
2.0,0.0,69.4,1.0,0.0,,,7.0,18+,18+
2.0,0.0,,1.0,0.0,,,,,
2.0,0.0,83.92,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,101.15,1.0,0.0,,,4.0,15,15
2.0,0.0,74.84,1.0,0.0,,,4.0,15,15
2.0,0.0,81.65,1.0,0.0,,,4.0,15,15
2.0,0.0,76.66,1.0,0.0,,,5.0,16,16
1.0,1.0,61.24,1.0,0.0,,,4.0,15,15
1.0,1.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,5.0,16,16
2.0,0.0,90.72,1.0,0.0,,,1.0,<=12,<=14
2.0,0.0,72.58,1.0,0.0,,,4.0,15,15
2.0,0.0,57.15,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
1.0,1.0,95.26,1.0,0.0,,,3.0,14,<=14
2.0,0.0,122.47,,,,,5.0,16,16
1.0,1.0,62.6,1.0,0.0,,,5.0,16,16
1.0,1.0,55.79,1.0,0.0,,,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
1.0,1.0,54.89,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,58.97,1.0,0.0,,,4.0,15,15
2.0,0.0,80.29,,,,,5.0,16,16
1.0,1.0,81.65,1.0,0.0,,,4.0,15,15
1.0,1.0,92.08,1.0,0.0,,,5.0,16,16
2.0,0.0,,3.0,1.0,Light (1~5 days),3.0,3.0,14,<=14
2.0,0.0,,1.0,0.0,,,4.0,15,15
1.0,1.0,47.63,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,83.92,,,,,4.0,15,15
1.0,1.0,68.95,1.0,0.0,,,3.0,14,<=14
2.0,0.0,81.65,1.0,0.0,,,4.0,15,15
1.0,1.0,68.95,1.0,0.0,,,4.0,15,15
2.0,0.0,79.38,1.0,0.0,,,4.0,15,15
2.0,0.0,58.06,1.0,0.0,,,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
2.0,0.0,74.84,1.0,0.0,,,4.0,15,15
2.0,0.0,71.22,1.0,0.0,,,4.0,15,15
2.0,0.0,60.33,1.0,0.0,,,4.0,15,15
2.0,0.0,61.24,1.0,0.0,,,4.0,15,15
2.0,0.0,48.99,1.0,0.0,,,4.0,15,15
1.0,1.0,56.25,1.0,0.0,,,4.0,15,15
2.0,0.0,59.42,1.0,0.0,,,4.0,15,15
2.0,0.0,56.25,1.0,0.0,,,5.0,16,16
2.0,0.0,68.95,1.0,0.0,,,5.0,16,16
2.0,0.0,55.79,1.0,0.0,,,4.0,15,15
2.0,0.0,52.16,1.0,0.0,,,5.0,16,16
2.0,0.0,60.33,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,4.0,15,15
2.0,0.0,68.49,1.0,0.0,,,5.0,16,16
2.0,0.0,45.36,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,2.0,1.0,Light (1~5 days),2.0,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,53.52,1.0,0.0,,,4.0,15,15
1.0,1.0,69.85,4.0,1.0,Moderate (6~19 days),4.0,4.0,15,15
1.0,1.0,47.63,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,63.96,1.0,0.0,,,5.0,16,16
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,85.28,6.0,1.0,Frequent (20~30 days),6.0,5.0,16,16
2.0,0.0,60.33,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,97.52,1.0,0.0,,,5.0,16,16
2.0,0.0,49.9,1.0,0.0,,,6.0,17,17
2.0,0.0,67.59,1.0,0.0,,,5.0,16,16
2.0,0.0,56.7,1.0,0.0,,,5.0,16,16
1.0,1.0,56.7,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
1.0,1.0,52.16,1.0,0.0,,,5.0,16,16
1.0,1.0,48.08,1.0,0.0,,,6.0,17,17
1.0,1.0,56.25,1.0,0.0,,,5.0,16,16
2.0,0.0,,1.0,0.0,,,6.0,17,17
2.0,0.0,68.04,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
2.0,0.0,60.33,1.0,0.0,,,6.0,17,17
2.0,0.0,62.6,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,54.43,1.0,0.0,,,5.0,16,16
2.0,0.0,57.15,1.0,0.0,,,5.0,16,16
2.0,0.0,68.04,1.0,0.0,,,7.0,18+,18+
2.0,0.0,113.4,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,88.91,1.0,0.0,,,6.0,17,17
1.0,1.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,75.75,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
1.0,1.0,81.65,1.0,0.0,,,7.0,18+,18+
2.0,0.0,92.08,1.0,0.0,,,7.0,18+,18+
2.0,0.0,70.31,1.0,0.0,,,6.0,17,17
2.0,0.0,77.11,1.0,0.0,,,6.0,17,17
1.0,1.0,49.9,1.0,0.0,,,7.0,18+,18+
2.0,0.0,49.9,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,54.43,1.0,0.0,,,6.0,17,17
1.0,1.0,51.26,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
2.0,0.0,68.04,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,48.54,1.0,0.0,,,3.0,14,<=14
2.0,0.0,46.72,1.0,0.0,,,3.0,14,<=14
2.0,0.0,52.16,1.0,0.0,,,4.0,15,15
2.0,0.0,,1.0,0.0,,,3.0,14,<=14
1.0,1.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,48.99,1.0,0.0,,,3.0,14,<=14
2.0,0.0,90.72,1.0,0.0,,,3.0,14,<=14
2.0,0.0,54.43,1.0,0.0,,,3.0,14,<=14
2.0,0.0,69.85,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
1.0,1.0,63.96,1.0,0.0,,,4.0,15,15
2.0,0.0,56.7,1.0,0.0,,,4.0,15,15
1.0,1.0,61.69,1.0,0.0,,,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,62.6,1.0,0.0,,,3.0,14,<=14
2.0,0.0,47.63,1.0,0.0,,,3.0,14,<=14
2.0,0.0,75.75,1.0,0.0,,,4.0,15,15
1.0,1.0,65.77,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
2.0,0.0,63.5,1.0,0.0,,,6.0,17,17
2.0,0.0,72.58,1.0,0.0,,,5.0,16,16
2.0,0.0,63.5,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
1.0,1.0,102.06,1.0,0.0,,,4.0,15,15
2.0,0.0,49.9,1.0,0.0,,,3.0,14,<=14
2.0,0.0,74.84,1.0,0.0,,,6.0,17,17
2.0,0.0,66.68,1.0,0.0,,,5.0,16,16
2.0,0.0,58.06,1.0,0.0,,,3.0,14,<=14
2.0,0.0,52.16,1.0,0.0,,,4.0,15,15
,,92.08,1.0,0.0,,,4.0,15,15
2.0,0.0,,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,67.13,4.0,1.0,Moderate (6~19 days),4.0,5.0,16,16
1.0,1.0,39.46,1.0,0.0,,,3.0,14,<=14
1.0,1.0,53.98,1.0,0.0,,,6.0,17,17
2.0,0.0,71.22,1.0,0.0,,,4.0,15,15
1.0,1.0,,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
1.0,1.0,76.2,7.0,1.0,Frequent (20~30 days),7.0,3.0,14,<=14
1.0,1.0,133.81,1.0,0.0,,,3.0,14,<=14
2.0,0.0,49.9,1.0,0.0,,,5.0,16,16
2.0,0.0,83.92,5.0,1.0,Moderate (6~19 days),5.0,4.0,15,15
1.0,1.0,60.33,1.0,0.0,,,5.0,16,16
1.0,1.0,71.22,1.0,0.0,,,4.0,15,15
2.0,0.0,147.42,1.0,0.0,,,5.0,16,16
2.0,0.0,61.24,6.0,1.0,Frequent (20~30 days),6.0,6.0,17,17
2.0,0.0,124.74,1.0,0.0,,,6.0,17,17
2.0,0.0,61.24,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,61.24,1.0,0.0,,,5.0,16,16
1.0,1.0,70.31,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,57.15,3.0,1.0,Light (1~5 days),3.0,5.0,16,16
2.0,0.0,69.85,1.0,0.0,,,4.0,15,15
2.0,0.0,71.22,1.0,0.0,,,5.0,16,16
2.0,0.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,89.36,7.0,1.0,Frequent (20~30 days),7.0,4.0,15,15
2.0,0.0,,1.0,0.0,,,7.0,18+,18+
1.0,1.0,,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,85.73,,,,,7.0,18+,18+
2.0,0.0,83.01,1.0,0.0,,,6.0,17,17
1.0,1.0,70.31,7.0,1.0,Frequent (20~30 days),7.0,6.0,17,17
2.0,0.0,88.0,1.0,0.0,,,7.0,18+,18+
2.0,0.0,72.58,5.0,1.0,Moderate (6~19 days),5.0,6.0,17,17
2.0,0.0,79.38,,,,,7.0,18+,18+
1.0,1.0,61.24,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,6.0,17,17
2.0,0.0,66.23,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
2.0,0.0,69.85,1.0,0.0,,,6.0,17,17
2.0,0.0,88.45,1.0,0.0,,,4.0,15,15
2.0,0.0,90.72,1.0,0.0,,,5.0,16,16
2.0,0.0,69.85,3.0,1.0,Light (1~5 days),3.0,6.0,17,17
1.0,1.0,61.24,,,,,7.0,18+,18+
2.0,0.0,95.26,,,,,4.0,15,15
1.0,1.0,53.98,1.0,0.0,,,6.0,17,17
2.0,0.0,89.81,1.0,0.0,,,4.0,15,15
2.0,0.0,65.77,1.0,0.0,,,6.0,17,17
1.0,1.0,45.36,1.0,0.0,,,4.0,15,15
1.0,1.0,85.73,1.0,0.0,,,4.0,15,15
2.0,0.0,88.45,1.0,0.0,,,5.0,16,16
1.0,1.0,65.77,1.0,0.0,,,4.0,15,15
2.0,0.0,69.4,1.0,0.0,,,3.0,14,<=14
2.0,0.0,90.72,7.0,1.0,Frequent (20~30 days),7.0,5.0,16,16
2.0,0.0,64.41,1.0,0.0,,,5.0,16,16
2.0,0.0,75.3,1.0,0.0,,,5.0,16,16
1.0,1.0,63.05,1.0,0.0,,,5.0,16,16
2.0,0.0,103.42,1.0,0.0,,,7.0,18+,18+
,,63.96,1.0,0.0,,,4.0,15,15
1.0,1.0,70.31,1.0,0.0,,,5.0,16,16
,,,2.0,1.0,Light (1~5 days),2.0,5.0,16,16
1.0,1.0,45.36,1.0,0.0,,,6.0,17,17
2.0,0.0,63.5,1.0,0.0,,,5.0,16,16
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,81.65,1.0,0.0,,,6.0,17,17
2.0,0.0,119.3,1.0,0.0,,,5.0,16,16
1.0,1.0,56.7,1.0,0.0,,,6.0,17,17
1.0,1.0,81.65,,,,,6.0,17,17
2.0,0.0,58.97,1.0,0.0,,,6.0,17,17
2.0,0.0,74.84,,,,,6.0,17,17
2.0,0.0,60.33,1.0,0.0,,,4.0,15,15
2.0,0.0,82.56,1.0,0.0,,,5.0,16,16
,,63.5,1.0,0.0,,,4.0,15,15
2.0,0.0,52.62,1.0,0.0,,,5.0,16,16
2.0,0.0,52.16,2.0,1.0,Light (1~5 days),2.0,6.0,17,17
2.0,0.0,83.92,1.0,0.0,,,4.0,15,15
1.0,1.0,75.3,1.0,0.0,,,5.0,16,16
1.0,1.0,63.96,3.0,1.0,Light (1~5 days),3.0,4.0,15,15
2.0,0.0,90.27,1.0,0.0,,,6.0,17,17
2.0,0.0,92.99,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
1.0,1.0,89.81,1.0,0.0,,,7.0,18+,18+
2.0,0.0,56.25,1.0,0.0,,,7.0,18+,18+
,,58.97,,,,,4.0,15,15
,,56.7,1.0,0.0,,,4.0,15,15
,,61.24,1.0,0.0,,,4.0,15,15
,,58.97,1.0,0.0,,,4.0,15,15
,,67.13,1.0,0.0,,,5.0,16,16
,,49.9,1.0,0.0,,,4.0,15,15
,,45.36,,,,,5.0,16,16
,,54.43,1.0,0.0,,,4.0,15,15
,,78.47,1.0,0.0,,,4.0,15,15
,,59.88,1.0,0.0,,,4.0,15,15
,,63.5,1.0,0.0,,,6.0,17,17
,,68.49,1.0,0.0,,,5.0,16,16
,,74.84,5.0,1.0,Moderate (6~19 days),5.0,7.0,18+,18+
,,68.04,1.0,0.0,,,6.0,17,17
,,162.39,7.0,1.0,Frequent (20~30 days),7.0,7.0,18+,18+
,,55.79,1.0,0.0,,,4.0,15,15
,,60.78,1.0,0.0,,,5.0,16,16
,,56.7,1.0,0.0,,,4.0,15,15
,,49.9,1.0,0.0,,,4.0,15,15
,,68.04,1.0,0.0,,,7.0,18+,18+
,,,1.0,0.0,,,5.0,16,16
,,49.9,1.0,0.0,,,4.0,15,15
,,,6.0,1.0,Frequent (20~30 days),6.0,4.0,15,15
,,,,,,,5.0,16,16
,,68.04,1.0,0.0,,,4.0,15,15
